# S_vals,  V_ht_pi,   V_ht_pi_over4,   V_ht_pi_by4
1.9499499499e-01 -5.5245190950e+04 -5.8102601219e+04 -5.3290222132e+04
1.9519519520e-01 -5.5462653654e+04 -5.8331750628e+04 -5.3499705872e+04
1.9539539540e-01 -5.5680753110e+04 -5.8561572710e+04 -5.3709801861e+04
1.9559559560e-01 -5.5899490549e+04 -5.8792068770e+04 -5.3920511280e+04
1.9579579580e-01 -5.6118867204e+04 -5.9023240114e+04 -5.4131835310e+04
1.9599599600e-01 -5.6338884309e+04 -5.9255088050e+04 -5.4343775135e+04
1.9619619620e-01 -5.6559543098e+04 -5.9487613886e+04 -5.4556331941e+04
1.9639639640e-01 -5.6780844809e+04 -5.9720818935e+04 -5.4769506911e+04
1.9659659660e-01 -5.7002790678e+04 -5.9954704506e+04 -5.4983301234e+04
1.9679679680e-01 -5.7225381944e+04 -6.0189271912e+04 -5.5197716097e+04
1.9699699700e-01 -5.7448619846e+04 -6.0424522468e+04 -5.5412752689e+04
1.9719719720e-01 -5.7672505627e+04 -6.0660457490e+04 -5.5628412201e+04
1.9739739740e-01 -5.7897040527e+04 -6.0897078293e+04 -5.5844695823e+04
1.9759759760e-01 -5.8122225790e+04 -6.1134386195e+04 -5.6061604749e+04
1.9779779780e-01 -5.8348062661e+04 -6.1372382515e+04 -5.6279140171e+04
1.9799799800e-01 -5.8574552385e+04 -6.1611068575e+04 -5.6497303285e+04
1.9819819820e-01 -5.8801696209e+04 -6.1850445694e+04 -5.6716095287e+04
1.9839839840e-01 -5.9029495381e+04 -6.2090515197e+04 -5.6935517372e+04
1.9859859860e-01 -5.9257951150e+04 -6.2331278407e+04 -5.7155570740e+04
1.9879879880e-01 -5.9487064767e+04 -6.2572736649e+04 -5.7376256589e+04
1.9899899900e-01 -5.9716837483e+04 -6.2814891251e+04 -5.7597576121e+04
1.9919919920e-01 -5.9947270551e+04 -6.3057743539e+04 -5.7819530535e+04
1.9939939940e-01 -6.0178365225e+04 -6.3301294844e+04 -5.8042121036e+04
1.9959959960e-01 -6.0410122760e+04 -6.3545546495e+04 -5.8265348826e+04
1.9979979980e-01 -6.0642544412e+04 -6.3790499824e+04 -5.8489215110e+04
2.0000000000e-01 -6.0875631438e+04 -6.4036156164e+04 -5.8713721095e+04
